id,loss
250000,8.209075961769573
250001,5.280360107294561
250002,8.256672973979601
250003,7.440381546356422
250004,6.896272421336128
250005,8.616960680135419
250006,9.258866069495813
250007,6.672921096340625
250008,7.3393417681274205
250009,8.071110802460048
250010,5.510049427760085
250011,7.040208063479653
250012,5.545529028017566
250013,6.572223406578809
250014,10.542509199236196
250015,3.8176327392912612
250016,6.596231274458387
250017,6.705462349106118
250018,5.4755140329727165
250019,6.01142169601256
250020,7.2002432615367296
250021,8.037031976024839
250022,7.180106542435846
250023,7.423283331428868
250024,5.3781191590860935
250025,6.98925567411479
250026,8.444886013974841
250027,5.435898475913928
250028,7.537128451807857
250029,7.070918736057573
250030,7.385993905016784
250031,6.735756146926024
250032,5.523115427483729
250033,5.231469252330031
250034,7.7308033368268045
250035,7.828286855046076
250036,6.5834564337598875
250037,8.395187010487533
250038,5.648633988927612
250039,6.147063670917719
250040,8.126636290431943
250041,5.926765563644606
250042,7.244273711771136
250043,8.399172100832901
250044,5.198591920716846
250045,7.475440815445073
250046,6.99727993215663
250047,6.500566520144545
250048,8.472625817436617
250049,5.564466110251628
250050,6.8700702523817485
250051,8.627111279575104
250052,8.785190219803422
250053,7.360145446209353
250054,5.3345592166223685
250055,6.95601171240182
250056,6.087718529190708
250057,8.202974741619693
250058,7.652379960657572
250059,6.927711784415758
250060,6.457213689883346
250061,6.5931741053694894
250062,6.203945150057917
250063,6.697478458402919
250064,6.120333455331375
250065,5.449295746749958
250066,5.35958600519703
250067,5.056246289677658
250068,6.238276584572831
250069,5.011446232492583
250070,6.303297120172489
250071,6.197889728363179
250072,7.594897203134201
250073,6.291443961022082
250074,6.824437945526268
250075,5.236024475152147
250076,7.647978446771928
250077,4.031202757061706
250078,5.377155917646887
250079,5.977486752766053
250080,6.21208505693261
250081,9.710353929134357
250082,10.197886714429462
250083,7.370338108399696
250084,6.628167205763285
250085,8.333562306327604
250086,6.940682829275597
250087,6.546372140099668
250088,5.0593387783386765
250089,7.933074395986603
250090,6.322690796727747
250091,6.301853744538557
250092,7.593098874131838
250093,7.40260292936851
250094,7.2508390175261
250095,5.903977892541063
250096,6.135278629573832
250097,8.55619324872342
250098,5.830347344396052
250099,5.324055967994836
250100,6.04484242197063
250101,7.258339066071801
250102,6.795008445729232
250103,6.060902669031302
250104,7.211708001707123
250105,6.659167111354972
250106,5.02780546751527
250107,7.5721131634579155
250108,6.072492629940563
250109,7.544285146053619
250110,7.362462931680318
250111,6.621864504255633
250112,6.362914523771285
250113,6.161891345438753
250114,7.057528005914082
250115,6.9950829114561515
250116,5.118053977522485
250117,9.570697249490147
250118,9.426099054134912
250119,5.781620074402555
250120,9.516321280917065
250121,7.330432087674685
250122,5.755525203937791
250123,6.631002120875287
250124,6.945709150002136
250125,8.021103189377715
250126,5.465764607526904
250127,5.974243006047989
250128,5.336134006339245
250129,6.430895833602442
250130,5.621206679930047
250131,7.558991880722003
250132,5.284272859656072
250133,6.254533848946997
250134,5.608001766767512
250135,7.600801394507097
250136,8.443495957991956
250137,6.886182411220224
250138,7.31040134561322
250139,3.4867760947442816
250140,7.035097663408645
250141,6.261802740404834
250142,8.288512735418015
250143,6.756931562922949
250144,5.87237248788399
250145,7.752178896138275
250146,7.193345376979801
250147,6.9605304640189685
250148,7.974868392207952
250149,7.401757135343916
250150,5.656765061589445
250151,6.47748150128654
250152,8.492783529465155
250153,6.6754050659534245
250154,5.539477234646781
